excel_row,comment_number,created_by,status,match_ratio,matched_chunks,total_chunks,matched_pages_top3,suggested_owner_group,suggested_owner_page,owner_confidence,sheet_status,comment_excerpt
922,666,5RV Digital,Missing,0.000,0,1,,solutions,solutions/ai-ready-infrastructure.html,0.304,,"slide4: Secure Remote Access We implement secure cloud access solutions that enable volunteers to work safely from home, providing reliable access to files, applications, and essential resources while maintaining strong ..."
923,667,5RV Digital,Missing,0.000,0,2,,solutions,solutions/index.html,0.259,,"slide5: Reducing IT Costs We help organisations reduce ongoing maintenance and energy costs by replacing or retiring outdated on-site servers and moving suitable workloads to modern, more efficient solutions. This improv..."
924,668,5RV Digital,Missing,0.000,0,1,,industries,industries/manufacturing.html,0.545,,"We configure secure cloud environments that give volunteers and field workers reliable access to files and applications from any location, while helping to protect sensitive data and reduce the risk of data breaches."
925,669,5RV Digital,Missing,0.000,0,1,,core-pages,privacy-policy.html,0.579,,"We implement strict access controls around confidential databases to help protect sensitive personal information, ensuring only authorised users can view or access critical records."
926,670,5RV Digital,Missing,0.000,0,1,,resources,resources/blog/post-11.html,0.619,,"We deploy proactive monitoring and security tools to help detect and block phishing attempts, malware, and other cyber threats before they can impact your systems, data, or operational resources."
927,671,5RV Digital,Missing,0.000,0,1,,solutions,solutions/index.html,0.444,,"We optimise your existing laptops, desktops, and office hardware to improve performance, extend device lifespan, and delay costly replacements, helping you make the most of your IT budget."
928,672,5RV Digital,Missing,0.000,0,2,,services,services/business-continuity.html,0.478,,"We automate data backups to secure off-site locations, ensuring critical files can be recovered quickly in the event of data loss, system failure, or cyber incidents. This helps minimise downtime and supports business co..."
929,673,Narinder Singh,Missing,0.000,0,5,,services,services/network-consultancy.html,0.309,Resolved,"CHANGE THIS TEXT PLEASE : NTA – Core Network Support & Modernisation NTA required a robust and scalable core network to support its growing customer base and evolving service demands. As a trusted technology partner, we ..."
930,674,Narinder Singh,Matched,0.875,14,16,case-studies/nta-core-network-upgrade.html,services,services/network-consultancy.html,0.298,Resolved,Change text on page to this please : NTA – Core Network Support & Managed Services Partnership Overview NTA is a VoIP and Internet Service Provider delivering reliable communication and connectivity services to a growing...
931,675,Narinder Singh,Matched,0.944,17,18,case-studies/harry-dobbs-design.html,services,services/business-continuity.html,0.283,Resolved,"Please change text : Harry Dobbs Design – Network & Security Infrastructure Support Overview Harry Dobbs Design is an award-winning London-based architecture, urban design, and product design practice, delivering innovat..."
932,676,Narinder Singh,Missing,0.000,0,1,,core-pages,complaint-form.html,0.500,Resolved,??? - What will be inserted here
933,677,Narinder Singh,Matched,0.947,18,19,case-studies/senate-computers.html,services,services/network-installations.html,0.307,Resolved,"Senate Computers – Secure Multi-Site Network & Connectivity Solution Overview Senate Computers is a growing IT services provider that delivers technical support, network maintenance, and managed IT services to business c..."
934,678,Narinder Singh,Matched,0.944,17,18,case-studies/auriga-networks.html,services,services/managed-network-support.html,0.292,Resolved,"Auriga Networks – Managed Network Support & Infrastructure Development Overview Auriga Networks operates within the broadcasting and satellite communications sector, where network availability, performance, and reliabili..."
935,679,Narinder Singh,Matched,0.944,17,18,case-studies/antal-international.html,services,services/network-consultancy.html,0.241,Resolved,Antal International – Global SASE Transformation Overview Antal International is a global recruitment and executive search organisation with offices and users operating across multiple countries. As the business continue...
936,680,5RV Digital,Missing,0.000,0,1,,case-studies,case-studies/auriga-networks.html,0.632,,"Yes. Network Consultancy delivers continuous support even after a project is completed, helping identify security vulnerabilities and performance issues as the network evolves over time."
937,681,5RV Digital,Missing,0.000,0,1,,services,services/firewall-network-security.html,0.500,,"Yes. Network Consultancy supports organisations across a wide range of sectors, including professional services, healthcare, and financial services, as well as businesses with established in-house IT teams."
938,682,5RV Digital,Missing,0.000,0,2,,case-studies,case-studies/harry-dobbs-design.html,0.500,,Outdated equipment is often a leading cause of unexpected outages. Upgrading your infrastructure helps eliminate single points of failure and ensures systems have the capacity to meet current demands reliably.
939,683,5RV Digital,Missing,0.000,0,1,,case-studies,case-studies/auriga-networks.html,0.579,,"Core network infrastructure should be assessed whenever demand grows or performance concerns emerge, with regular reviews carried out to ensure continued reliability and efficiency."
940,684,5RV Digital,Missing,0.000,0,1,,resources,resources/blog/post-09.html,0.500,,"Centralised management provides a unified view of all systems, enabling issues to be identified and resolved before they impact users."
941,685,5RV Digital,Missing,0.000,0,1,,case-studies,case-studies/antal-international.html,0.467,,Yes. Networks designed with additional capacity enable organisations to grow without requiring frequent redesigns or major infrastructure changes.
942,686,Narinder Singh,Missing,0.000,0,2,,services,services/remote-access-vpn.html,0.400,Resolved,"Auriga Networks specialises in delivering broadcast, satellite, and connectivity solutions that support critical communications infrastructure. The company operates technology platforms where reliability, performance, an..."
